sentence,label_id,label
The value of the orders is about EUR 25mn .,1,neutral
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,1,neutral
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",2,positive
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",1,neutral
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",0,negative
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",1,neutral
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",2,positive
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,1,neutral
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",1,neutral
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",0,negative
"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",2,positive
"However , the broker gave an `` outperform '' recommendation on the stock .",2,positive
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",2,positive
- Counter your competitor 's strengths and target their weaknesses .,1,neutral
"In his current position , Manty has worked since 1996 .",1,neutral
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,2,positive
Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,1,neutral
"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",1,neutral
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",1,neutral
The figure does not include food exports from Finland .,1,neutral
Net sales surged by 30 % to EUR 36 million .,2,positive
"In Penttil+ñ 's vision , the most important reason for the transaction is Russia .",1,neutral
The expansion is to be finalized in the autumn of 2009 .,1,neutral
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",2,positive
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",1,neutral
After 1 April 2007 Cencorp will not have any own employees in the territory .,1,neutral
"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",1,neutral
"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",1,neutral
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",1,neutral
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",2,positive
The deal will have no significant effect on the acquiring company 's equity ratio .,1,neutral
No changes in media activity were seen in October compared with September .,1,neutral
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",1,neutral
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,2,positive
The maximum number of new shares to be offered is 22 million .,1,neutral
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",1,neutral
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",1,neutral
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",1,neutral
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,1,neutral
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",0,negative
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",1,neutral
The total value of these two contracts is over EUR 21 million .,1,neutral
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",1,neutral
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,1,neutral
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",0,negative
The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,1,neutral
Finnish media group Talentum has issued a profit warning .,0,negative
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",2,positive
"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",1,neutral
Operating profit of the Asian plants grew markedly .,2,positive
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,2,positive
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",1,neutral
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",1,neutral
The reductions will be concluded by autumn 2010 .,1,neutral
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,1,neutral
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,2,positive
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .",1,neutral
The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .,1,neutral
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",1,neutral
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",0,negative
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,1,neutral
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",1,neutral
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",0,negative
"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''",1,neutral
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",1,neutral
The order is related to renewing the network of the telecommunications operator .,1,neutral
"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",1,neutral
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,1,neutral
Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business .,1,neutral
"The share capital of Basware Corporation is 11,720,829 .",1,neutral
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",1,neutral
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",2,positive
Financial terms were n't disclosed .,1,neutral
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",2,positive
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",2,positive
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .",1,neutral
"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",1,neutral
The company says the measures are no longer needed .,1,neutral
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,0,negative
"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",2,positive
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",0,negative
Union and company officials did not return calls yesterday .,1,neutral
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",1,neutral
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,2,positive
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",2,positive
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",1,neutral
"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",2,positive
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",1,neutral
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,0,negative
Bluewin Security is available as a monthly subscription .,1,neutral
The phones are targeted at first time users in growth markets .,1,neutral
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",2,positive
"The gross area of eight houses will be 12,167 m2 .",1,neutral
"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company .",1,neutral
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",1,neutral
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,0,negative
"This could be any of us at any time , '' she said .",1,neutral
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",1,neutral
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",2,positive
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",1,neutral
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",2,positive
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",1,neutral
The beers differ slightly from mainstream beers .,1,neutral
Activities range from the development of natural resources to the retailed marketing of finished products .,1,neutral
"Clothing retail chain Sepp+ñl+ñ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",2,positive
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",1,neutral
"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .",1,neutral
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",1,neutral
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",1,neutral
"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",1,neutral
The transaction value is CAD 15 million approximately EUR 10 million .,1,neutral
"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",1,neutral
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,2,positive
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,1,neutral
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,1,neutral
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",2,positive
"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",1,neutral
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",2,positive
"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",2,positive
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",1,neutral
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",0,negative
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",1,neutral
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,1,neutral
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",2,positive
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",0,negative
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",1,neutral
"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .",1,neutral
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",2,positive
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",2,positive
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",1,neutral
"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",1,neutral
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,1,neutral
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,1,neutral
The building will house product development and test laboratories .,1,neutral
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",1,neutral
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",0,negative
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",0,negative
N-Viro operates processing facilities independently as well as in partnership with municipalities .,1,neutral
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",1,neutral
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",1,neutral
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,2,positive
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .",1,neutral
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,2,positive
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,1,neutral
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",2,positive
"The number of class A shares remains unchanged at 9,526,089 shares .",1,neutral
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,2,positive
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,2,positive
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,1,neutral
The forecast for 2012 is 3.3 % .,1,neutral
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",1,neutral
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,1,neutral
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,1,neutral
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",0,negative
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",0,negative
"Sales are expected to increase in the end of the year 2006 , however .",2,positive
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",1,neutral
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",2,positive
The credit covers approximately 70 % of the ship 's price .,1,neutral
"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .",1,neutral
A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,1,neutral
An EU law on the issue may be introduced around 2010 .,1,neutral
The total capacity of the factory will be approximately 100 engines a year .,1,neutral
Earnings per share EPS amounted to EUR0 .01 .,1,neutral
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",0,negative
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",1,neutral
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",2,positive
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,1,neutral
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,0,negative
"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",1,neutral
The firm builds components for mobile phones and other communications products .,1,neutral
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,1,neutral
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",2,positive
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",2,positive
at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,1,neutral
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,2,positive
"Also , a six-year historic analysis is provided for this market .",1,neutral
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",2,positive
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",1,neutral
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",1,neutral
Number of offers received for this contract is two .,1,neutral
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,1,neutral
"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",1,neutral
"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",1,neutral
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,0,negative
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,0,negative
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",0,negative
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",2,positive
This includes a EUR 39.5 mn change in the fair value of investment properties .,1,neutral
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,0,negative
"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",1,neutral
`` The trend in the sports and leisure markets was favorable in the first months of the year .,2,positive
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",0,negative
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",2,positive
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",0,negative
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,2,positive
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",1,neutral
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,1,neutral
The plant is expected to start production in the first half of 2007 .,1,neutral
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",1,neutral
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",2,positive
The turbines are expected to be launched by the end of 2012 .,1,neutral
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,0,negative
"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",1,neutral
"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",2,positive
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",0,negative
The issuer is solely responsible for the content of this announcement .,1,neutral
Total value of the contract is about EUR 10mn .,1,neutral
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",2,positive
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",1,neutral
"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",1,neutral
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,1,neutral
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,1,neutral
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",0,negative
Sports equipment sales also progressed well owing to the prolonged winter season .,2,positive
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,1,neutral
"The latest date for registration is on 4 April , 2006 .",1,neutral
The operating margin came down to 2.4 % from 5.7 % .,0,negative
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",1,neutral
"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .",1,neutral
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,1,neutral
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",2,positive
"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",1,neutral
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,1,neutral
The share subscription period will expire on 30 September 2007 .,1,neutral
"In the Baltic countries , sales fell by 42.6 % .",0,negative
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",1,neutral
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",2,positive
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,2,positive
In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,1,neutral
"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",2,positive
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,1,neutral
Satama and Trainers ' House will remain as names and independent brands of the business areas .,1,neutral
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",2,positive
"At the moment , there are approximately 20 Vianor sales offices in Russia .",1,neutral
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",2,positive
The company has 120 employees and annual sales of approximately EUR16m .,1,neutral
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,1,neutral
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",2,positive
Sales increased due to growing market rates and increased operations .,2,positive
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,2,positive
"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",1,neutral
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,2,positive
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,0,negative
Okmetic revised its 2010 financial outlook based on its order book .,1,neutral
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",1,neutral
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,2,positive
"In the end of 2006 , the number of outlets will rise to 60-70 .",2,positive
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",1,neutral
"To see more of New Haven Register , or to subscribe to the newspaper .",1,neutral
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",0,negative
"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",1,neutral
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",2,positive
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",1,neutral
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,1,neutral
There have not been previous share subscriptions with 2004 stock options .,1,neutral
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",2,positive
Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,1,neutral
The estimated annual value of the frame agreement is about EUR 50mn .,1,neutral
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",2,positive
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,1,neutral
