text1,text2,label_id,label,sentence,prediction
um uh any white fish sole is good um um flounder sole or flounder is real good,Flounder sole tastes better than other types of white fish.,1,neutral,um uh any white fish sole is good um um flounder sole or flounder is real good Flounder sole tastes better than other types of white fish.,entailment
"In fact, some or most of the decline could have been due to the failure of management to deliver on their promises.",Management had promised to make casual Fridays last twice as long.,1,neutral,"In fact, some or most of the decline could have been due to the failure of management to deliver on their promises. Management had promised to make casual Fridays last twice as long.",contradiction
Start by looking at the range of goods in the department stores and hundreds of specialty shops in the underground shopping centers before going off to find better prices at discount shops.,The discount shops often have better prices than the department stores.,1,neutral,Start by looking at the range of goods in the department stores and hundreds of specialty shops in the underground shopping centers before going off to find better prices at discount shops. The discount shops often have better prices than the department stores.,contradiction
a lot more indepth,There's a lot more information.,1,neutral,a lot more indepth There's a lot more information.,entailment
"In 1986, he sued to block publication of Ian Hamilton's biography, In Search of J.D.",Ian Hamilton's biography was personally offensive to him.,1,neutral,"In 1986, he sued to block publication of Ian Hamilton's biography, In Search of J.D. Ian Hamilton's biography was personally offensive to him.",entailment
Tuppence returned to the kitchen.,"Tuppence returned to her favorite room in the house, the kitchen.",1,neutral,"Tuppence returned to the kitchen. Tuppence returned to her favorite room in the house, the kitchen.",contradiction
"On appeal, the Court of Appeals for the Second Circuit affirmed in part and reversed in part.",The appeal was not as successful as we hope.,1,neutral,"On appeal, the Court of Appeals for the Second Circuit affirmed in part and reversed in part. The appeal was not as successful as we hope.",contradiction
The Justice Department reportedly is investigating whether the Democratic National Committee funded Ron Carey's campaign in exchange for Teamster funding of the Clinton campaign . Republicans are demanding a special prosecutor and promising congressional investigations.,"The DNC may have funded Carey's campaign to get $1,000,000 from the Teamsters.",1,neutral,"The Justice Department reportedly is investigating whether the Democratic National Committee funded Ron Carey's campaign in exchange for Teamster funding of the Clinton campaign . Republicans are demanding a special prosecutor and promising congressional investigations. The DNC may have funded Carey's campaign to get $1,000,000 from the Teamsters.",entailment
okay do you want to go first,Do you want to go second?,1,neutral,okay do you want to go first Do you want to go second?,entailment
"Ellison was not, by any means, the first black writer to explore these issues.",Ellison was a very talented black writer.,1,neutral,"Ellison was not, by any means, the first black writer to explore these issues. Ellison was a very talented black writer.",entailment
"For estimating the consumables necessary for the technologies, such as limestone, ammonia, catalyst, or activated carbon, the Cumulative Total MWe value is most important.",The cumulative total is good for estimating the amount of limestone that will be pulled from a single quarry.,1,neutral,"For estimating the consumables necessary for the technologies, such as limestone, ammonia, catalyst, or activated carbon, the Cumulative Total MWe value is most important. The cumulative total is good for estimating the amount of limestone that will be pulled from a single quarry.",contradiction
Section 605(b) states that the certification and explanatory statement shall be provided to the Chief Counsel for Advocacy of the Small Business Administration (SBA).,The SBA don't always receive the certification which they should do.,1,neutral,Section 605(b) states that the certification and explanatory statement shall be provided to the Chief Counsel for Advocacy of the Small Business Administration (SBA). The SBA don't always receive the certification which they should do.,contradiction
"The fountain is called the Executioner's Fountain, because here he rinsed his sword and washed his hands after carrying out his orders; examples of his handiwork were displayed on pikes at the Imperial Gate.",The Executioner's Fountain became a grim symbol of the empire's power to kill its enemies.,1,neutral,"The fountain is called the Executioner's Fountain, because here he rinsed his sword and washed his hands after carrying out his orders; examples of his handiwork were displayed on pikes at the Imperial Gate. The Executioner's Fountain became a grim symbol of the empire's power to kill its enemies.",entailment
"In Japan, New Year's Day is the big festival, closest in spirit to Christmas in the West, the time when relatives and friends pay visits to each other and to the local shrines.",New Year's Day is Japan's most celebrated and biggest holiday.,1,neutral,"In Japan, New Year's Day is the big festival, closest in spirit to Christmas in the West, the time when relatives and friends pay visits to each other and to the local shrines. New Year's Day is Japan's most celebrated and biggest holiday.",entailment
"There is a very simple reason why George Stephanopoulos' book contract is less tainting (or less obviously so, anyway) than Gennifer Flowers' or the Arkansas troopers' lining up for tabloid/right-wing payouts.",George Stephanopoulous's book is considered to be expert testimony. ,1,neutral,"There is a very simple reason why George Stephanopoulos' book contract is less tainting (or less obviously so, anyway) than Gennifer Flowers' or the Arkansas troopers' lining up for tabloid/right-wing payouts. George Stephanopoulous's book is considered to be expert testimony. ",contradiction
so they tend to be more cooperative with their peer group although they don't have real good uh role models,Those kids seem to be doing well on their own.,1,neutral,so they tend to be more cooperative with their peer group although they don't have real good uh role models Those kids seem to be doing well on their own.,entailment
Morgan went to New York banks and compelled them to dip into their reserves to offer loans that would allow stockholders to cover their margins and begin buying again.,Morgan's call to banks was not ethical in any way.,1,neutral,Morgan went to New York banks and compelled them to dip into their reserves to offer loans that would allow stockholders to cover their margins and begin buying again. Morgan's call to banks was not ethical in any way.,contradiction
"Room 7: Lorenzo Lotto, troubled loner among Venice's 16th-century artists, portrays a Gentleman in his Study with subtle, somber psychology.",He had somber psychology.,1,neutral,"Room 7: Lorenzo Lotto, troubled loner among Venice's 16th-century artists, portrays a Gentleman in his Study with subtle, somber psychology. He had somber psychology.",contradiction
A much larger number of structures put up 800 or more years ago did not survive.,Structures that are 800-year old or older did not survive because of the wear and tear they have suffered through the centuries.,1,neutral,A much larger number of structures put up 800 or more years ago did not survive. Structures that are 800-year old or older did not survive because of the wear and tear they have suffered through the centuries.,entailment
"Nothing at all, of course, replied Poirot, smiling. ",Poirot always smiles when he speaks of course.,1,neutral,"Nothing at all, of course, replied Poirot, smiling.  Poirot always smiles when he speaks of course.",contradiction
"After a few months, trouble begins to brew--invariably with her supervisor.",The trouble continued to grow as months went on.,1,neutral,"After a few months, trouble begins to brew--invariably with her supervisor. The trouble continued to grow as months went on.",entailment
"that, in context, depicts or describes,",That shows images and videos.,1,neutral,"that, in context, depicts or describes, That shows images and videos.",entailment
she got married to him,she picked him for her second marriage,1,neutral,she got married to him she picked him for her second marriage,contradiction
Now that would be scary.,It'd be scary if there was no more electricity. ,1,neutral,Now that would be scary. It'd be scary if there was no more electricity. ,entailment
"The period was rife with political corruption, violence, and terrorism.","There was much political corruption, violence, and terrorism during that time and it made life harder for everyone.",1,neutral,"The period was rife with political corruption, violence, and terrorism. There was much political corruption, violence, and terrorism during that time and it made life harder for everyone.",entailment
"With a population of some three million, Yokohama no longer sits in Tokyo's shadow.",Yokohama was in Tokyo's shadow until the late 1990s.,1,neutral,"With a population of some three million, Yokohama no longer sits in Tokyo's shadow. Yokohama was in Tokyo's shadow until the late 1990s.",contradiction
they bought the place but um i knew that they would you know if i left like one bulb of each one of them by this year they'd have ten bulbs of each one of them,"However, I took all of the bulbs.",1,neutral,"they bought the place but um i knew that they would you know if i left like one bulb of each one of them by this year they'd have ten bulbs of each one of them However, I took all of the bulbs.",contradiction
um-hum will will she crawl up in your lap yeah some of them some of them are like that they uh they yeah they they don't want to be held but but whenever they want to sit in your lap they want you to be uh open to that yeah,They like sitting on my lap.,1,neutral,um-hum will will she crawl up in your lap yeah some of them some of them are like that they uh they yeah they they don't want to be held but but whenever they want to sit in your lap they want you to be uh open to that yeah They like sitting on my lap.,entailment
"Cool down, son.",Getting angry won't solve anything.,1,neutral,"Cool down, son. Getting angry won't solve anything.",entailment
" From its back, a ladder of some flexible material snaked down and men began descending.",About two dozen men came down the ladder.,1,neutral," From its back, a ladder of some flexible material snaked down and men began descending. About two dozen men came down the ladder.",entailment
"True, his question to Annette had proved that he was personally unacquainted with Jane Finn, but he had never pretended otherwise.","Most people knew Jane Finn, but not him.",1,neutral,"True, his question to Annette had proved that he was personally unacquainted with Jane Finn, but he had never pretended otherwise. Most people knew Jane Finn, but not him.",contradiction
He has already demonstrated his acumen at milking the confrontation with Helms for its maximum theatrical and political value.,"Helms always had a strong rivalry with him, which came to a head with the latest dispute.",1,neutral,"He has already demonstrated his acumen at milking the confrontation with Helms for its maximum theatrical and political value. Helms always had a strong rivalry with him, which came to a head with the latest dispute.",contradiction
"Nevertheless, if you want a statement from her concerning any events prior to May 7, 1915, she will not be able to give it to you."" They looked at the little man, stupefied.",They couldn't believe that she would forget everything before that date.,1,neutral,"Nevertheless, if you want a statement from her concerning any events prior to May 7, 1915, she will not be able to give it to you."" They looked at the little man, stupefied. They couldn't believe that she would forget everything before that date.",entailment
well  i remember before i got married you know when you graduate from college they'll send you all those credit card applications you know of course you fill them all out because you're honored right and uh,I was not ready for the burden that all these credit card applications would be on me. ,1,neutral,well  i remember before i got married you know when you graduate from college they'll send you all those credit card applications you know of course you fill them all out because you're honored right and uh I was not ready for the burden that all these credit card applications would be on me. ,entailment
"Daily delivery of Today's Papers, plus a selection from International Papers, The Week/The Spin, and In Other Magazines.",Other editorials were delivered as well.,1,neutral,"Daily delivery of Today's Papers, plus a selection from International Papers, The Week/The Spin, and In Other Magazines. Other editorials were delivered as well.",entailment
A crowd of people rushed from the entrance of a building of sandstone and marble.,The building was going to collapse.,1,neutral,A crowd of people rushed from the entrance of a building of sandstone and marble. The building was going to collapse.,entailment
(Click here for the Release 2.0 site.),Click here for more updates.,1,neutral,(Click here for the Release 2.0 site.) Click here for more updates.,entailment
We are alien to them and unwanted.,The people are hated by the group.,1,neutral,We are alien to them and unwanted. The people are hated by the group.,entailment
"'What are you doing, young man?'",What is the young man with crutches doing on the stairs?,1,neutral,"'What are you doing, young man?' What is the young man with crutches doing on the stairs?",entailment
They foggy up the brain.',They are all confused.,1,neutral,They foggy up the brain.' They are all confused.,contradiction
well well well what what they do is is they're supposed to monitor them but they don't monitor them very well at all,"They are supposed to monitor them, and they could improve on that.",1,neutral,"well well well what what they do is is they're supposed to monitor them but they don't monitor them very well at all They are supposed to monitor them, and they could improve on that.",entailment
(Hunting licenses are so restricted that it is scarcely worth the trouble for the ordinary tourist. ),"(Though locals can get hunting licenses easily, it's difficult for a tourist to obtain one.)",1,neutral,"(Hunting licenses are so restricted that it is scarcely worth the trouble for the ordinary tourist. ) (Though locals can get hunting licenses easily, it's difficult for a tourist to obtain one.)",entailment
really well it's really lucky that you got away from that cause that's,"Hopefully, you never go back to that.",1,neutral,"really well it's really lucky that you got away from that cause that's Hopefully, you never go back to that.",contradiction
Its spaciousness is enhanced by geometric patterns of dark stone against whitewashed walls.,It is a very stylish property.,1,neutral,Its spaciousness is enhanced by geometric patterns of dark stone against whitewashed walls. It is a very stylish property.,entailment
Then the first thing is to get a list of the survivors.,There are not many survivors on the list.  ,1,neutral,Then the first thing is to get a list of the survivors. There are not many survivors on the list.  ,entailment
uh no i like i like it because i i want to it makes me feel better,Without it there is too much pain.,1,neutral,uh no i like i like it because i i want to it makes me feel better Without it there is too much pain.,entailment
Also check out Star Computer Citein the Star House near the Star Ferry terminal.,The Star Computer Citein is right next to the Star Ferry terminal.,1,neutral,Also check out Star Computer Citein the Star House near the Star Ferry terminal. The Star Computer Citein is right next to the Star Ferry terminal.,entailment
"Inside, the marvelous light is due in part to two more outsize rosewindows dominating the transept.",This was because of refraction.,1,neutral,"Inside, the marvelous light is due in part to two more outsize rosewindows dominating the transept. This was because of refraction.",entailment
There is nothing weak-minded or degenerate about Miss Howard. ,Miss Howard is a young woman.,1,neutral,There is nothing weak-minded or degenerate about Miss Howard.  Miss Howard is a young woman.,contradiction
"This conclusion does not end the inquiry, however, because the question before the Commission is not whether an alien must be physically present in the United States, but when the alien must be present in order to be entitled to LSC representation.","An alien in this context does not mean an extraterrestrial creature, but rather a person from another country.",1,neutral,"This conclusion does not end the inquiry, however, because the question before the Commission is not whether an alien must be physically present in the United States, but when the alien must be present in order to be entitled to LSC representation. An alien in this context does not mean an extraterrestrial creature, but rather a person from another country.",entailment
so we put uh white cedar shingles on the house and let it weather naturally,White cedar shingles never lose their color in the sun.,1,neutral,so we put uh white cedar shingles on the house and let it weather naturally White cedar shingles never lose their color in the sun.,contradiction
"It is an odd piece of reportage, with no interest in the evocation of place.","The report was weird, but so are all the other reports that were shown. ",1,neutral,"It is an odd piece of reportage, with no interest in the evocation of place. The report was weird, but so are all the other reports that were shown. ",entailment
"The ancient library of Alexandria founded by Ptolemy I was said to be the greatest collection of manuscripts in the ancient world comprising some 70,000 items.",The majority of the works in the library of Alexandria were written in Greek.,1,neutral,"The ancient library of Alexandria founded by Ptolemy I was said to be the greatest collection of manuscripts in the ancient world comprising some 70,000 items. The majority of the works in the library of Alexandria were written in Greek.",entailment
"These are widely sold, but the best come from Bhaktapur.",It is rare to find anyone with these outside of Nepal.,1,neutral,"These are widely sold, but the best come from Bhaktapur. It is rare to find anyone with these outside of Nepal.",contradiction
"The agency should receive proposals, evaluate the technical and cost merits of different proposals, negotiate with contractors, and award a contract in accordance with a source selection plan developed before release of the RFP.",Agencies don't like the burden of receiving and sorting the proposals they receive.,1,neutral,"The agency should receive proposals, evaluate the technical and cost merits of different proposals, negotiate with contractors, and award a contract in accordance with a source selection plan developed before release of the RFP. Agencies don't like the burden of receiving and sorting the proposals they receive.",contradiction
"The FDA solicited comments on the above information collections including among other information, the necessity of the collection, the accuracy of the estimated burden and ways to enhance the information collection.",The FDA got comments on the information presented in the report.,1,neutral,"The FDA solicited comments on the above information collections including among other information, the necessity of the collection, the accuracy of the estimated burden and ways to enhance the information collection. The FDA got comments on the information presented in the report.",entailment
yeah they don't they don't probably don't take a lot of refugees from other countries either,Refugees aren't there. ,1,neutral,yeah they don't they don't probably don't take a lot of refugees from other countries either Refugees aren't there. ,entailment
Mutiny and Reform,Betrayal and Reformation by British troops.,1,neutral,Mutiny and Reform Betrayal and Reformation by British troops.,contradiction
"Moreover, tough, mean men enjoy high social status, which attracts women and helps the men get genes into the next generation.",Tough guys have more babies than weak men.,1,neutral,"Moreover, tough, mean men enjoy high social status, which attracts women and helps the men get genes into the next generation. Tough guys have more babies than weak men.",contradiction
"Jus' a half-growed kid, not big 'nough to raise a good brush o' hair on his chin yet.","He's just a young thing, with no ability to shave or fight.",1,neutral,"Jus' a half-growed kid, not big 'nough to raise a good brush o' hair on his chin yet. He's just a young thing, with no ability to shave or fight.",entailment
"In the other instances, there is at least a trade-off posited between individual rights and competing public purposes, like the protection of children.",The trade-off isn't always a fair one in some instances.,1,neutral,"In the other instances, there is at least a trade-off posited between individual rights and competing public purposes, like the protection of children. The trade-off isn't always a fair one in some instances.",entailment
"I'm going to quit fooling right away!""",There's nothing to be gained from fooling right now.,1,neutral,"I'm going to quit fooling right away!"" There's nothing to be gained from fooling right now.",neutral
And if we refuse? said the German quietly.,And if we don't comply with your request? asked the German.,1,neutral,And if we refuse? said the German quietly. And if we don't comply with your request? asked the German.,entailment
"Whatever it was, at least we can delight in the fact that Abe Rosenthal didn't write it.",Abe Rosenthal never wrote anything.,1,neutral,"Whatever it was, at least we can delight in the fact that Abe Rosenthal didn't write it. Abe Rosenthal never wrote anything.",contradiction
"The total number of members in the boilermaker's construction division is currently about 24,000 journeymen and apprentices.",The total number of members in the boilermaker's construction division is expected to increase by more than 5% annually in the future.,1,neutral,"The total number of members in the boilermaker's construction division is currently about 24,000 journeymen and apprentices. The total number of members in the boilermaker's construction division is expected to increase by more than 5% annually in the future.",contradiction
"The Collegiate Church of Saint-Ours is an interesting piece of Roman?­esque it has two steeples at either end of the nave, which is surmounted by two octagonal pyramids in place of a roof.",Other interesting geometrical shapes are part of the Collegiate Church design.,1,neutral,"The Collegiate Church of Saint-Ours is an interesting piece of Roman?­esque it has two steeples at either end of the nave, which is surmounted by two octagonal pyramids in place of a roof. Other interesting geometrical shapes are part of the Collegiate Church design.",entailment
The Shugakuin imperial villa lies at the foot of sacred Mt.,The mountain towers over the imperial villa.,1,neutral,The Shugakuin imperial villa lies at the foot of sacred Mt. The mountain towers over the imperial villa.,contradiction
"If you would like more information, you should go to the site that is actually handling this  www.rtmark.com.",Their business is a company with good notoriety.,1,neutral,"If you would like more information, you should go to the site that is actually handling this  www.rtmark.com. Their business is a company with good notoriety.",contradiction
yeah oh that's neat,"Yeah, it's neat that you have a relationship like that",1,neutral,"yeah oh that's neat Yeah, it's neat that you have a relationship like that",entailment
